sample_id	ARO_id	drug_rgi	Resistance Mechanism	AMR Gene Family	gene_rgi	in_rgi	gene_amrf	drug_amrf	pct_id_amrf	in_amrf	consensus	detected_by	drug_class	gene_label	is_mac
CO10	ARO:3000379	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; acridine dye; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	OprM	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; acridine dye; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem; disinfecting agents and intercalating dyes	OprM	True
CO10	ARO:3000410	sulfonamide antibiotic	antibiotic target replacement	sulfonamide resistant sul	sul1	True	sul1	SULFONAMIDE	100.0	True	True	both	sulfonamide antibiotic	sul1	False
CO10	ARO:3000412	sulfonamide antibiotic	antibiotic target replacement	sulfonamide resistant sul	sul2	True	sul2	SULFONAMIDE	100.0	True	True	both	sulfonamide antibiotic	sul2	False
CO10	ARO:3000498	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	ErmF	True	erm(F)	MACROLIDE	99.62	True	True	both	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	ErmF	True
CO10	ARO:3000506	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexR	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	MexR	True
CO10	ARO:3000565	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	tet(38)	True	tet(38)	TETRACYCLINE	100.0	True	True	both	tetracycline antibiotic	tet(38)	False
CO10	ARO:3000596	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	ErmX	True	erm(X)	MACROLIDE	99.65	True	True	both	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	ErmX	True
CO10	ARO:3000616					False	mef(A)	MACROLIDE	100.0	True	False	amrf_only	MACROLIDE	mef(A)	True
CO10	ARO:3000617					False	mecA	BETA-LACTAM	100.0	True	False	amrf_only	BETA-LACTAM	mecA	False
CO10	ARO:3000621	penam	antibiotic inactivation	blaZ beta-lactamase	PC1 beta-lactamase (blaZ)	True	blaPC1	BETA-LACTAM	100.0	True	True	both	penam	PC1 beta-lactamase (blaZ)	False
CO10	ARO:3000746	glycylcycline; tetracycline antibiotic	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	mepR	True				False	False	rgi_only	glycylcycline; tetracycline antibiotic	mepR	False
CO10	ARO:3000800	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexC	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	MexC	True
CO10	ARO:3000801	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexD	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	MexD	True
CO10	ARO:3000802	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	OprJ	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	OprJ	True
CO10	ARO:3000803	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexE	True				False	False	rgi_only	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	MexE	False
CO10	ARO:3000804	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexF	True				False	False	rgi_only	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	MexF	False
CO10	ARO:3000805	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	OprN	True				False	False	rgi_only	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	OprN	False
CO10	ARO:3000806	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexG	True				False	False	rgi_only	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	MexG	False
CO10	ARO:3000807	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexH	True				False	False	rgi_only	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	MexH	False
CO10	ARO:3000808	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexI	True				False	False	rgi_only	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	MexI	False
CO10	ARO:3000809	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	OpmD	True				False	False	rgi_only	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	OpmD	False
CO10	ARO:3000813	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexS	True				False	False	rgi_only	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	MexS	False
CO10	ARO:3000814	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexT	True				False	False	rgi_only	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	MexT	False
CO10	ARO:3000818	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	nalC	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	nalC	True
CO10	ARO:3000819	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	nalD	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	nalD	True
CO10	ARO:3000873	monobactam; cephalosporin; penam; penem	antibiotic inactivation	TEM beta-lactamase	TEM-1	True	blaTEM-1	BETA-LACTAM	100.0	True	True	both	monobactam; cephalosporin; penam; penem	TEM-1	False
CO10	ARO:3002606	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')	aadA6	True	aadA6	AMINOGLYCOSIDE	100.0	True	True	both	aminoglycoside antibiotic	aadA6	False
CO10	ARO:3002630	aminoglycoside antibiotic	antibiotic inactivation	ANT(9)	ANT(9)-Ia	True	ant(9)-Ia	AMINOGLYCOSIDE	100.0	True	True	both	aminoglycoside antibiotic	ANT(9)-Ia	False
CO10	ARO:3002639	aminoglycoside antibiotic	antibiotic inactivation	APH(3'')	APH(3'')-Ib	True	aph(3'')-Ib	AMINOGLYCOSIDE	99.64	True	True	both	aminoglycoside antibiotic	APH(3'')-Ib	False
CO10	ARO:3002645	aminoglycoside antibiotic	antibiotic inactivation	APH(3')	APH(3')-IIb	True	aph(3')-IIb	AMINOGLYCOSIDE	99.25	True	True	both	aminoglycoside antibiotic	APH(3')-IIb	False
CO10	ARO:3002660	aminoglycoside antibiotic	antibiotic inactivation	APH(6)	APH(6)-Id	True	aph(6)-Id	AMINOGLYCOSIDE	100.0	True	True	both	aminoglycoside antibiotic	APH(6)-Id	False
CO10	ARO:3002679					False	catB7	PHENICOL	98.11	True	False	amrf_only	PHENICOL	catB7	False
CO10	ARO:3002702					False	crpP	FLUOROQUINOLONE	96.92	True	False	amrf_only	FLUOROQUINOLONE	crpP	False
CO10	ARO:3002804					False	fosA	FOSFOMYCIN	100.0	True	False	amrf_only	FOSFOMYCIN	fosA	False
CO10	ARO:3002985	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	arnA	True				False	False	rgi_only	peptide antibiotic	arnA	False
CO10	ARO:3003003					False	cfxA3	BETA-LACTAM	100.0	True	False	amrf_only	BETA-LACTAM	cfxA3	False
CO10	ARO:3003030	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; phenicol antibiotic; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexV	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; phenicol antibiotic; disinfecting agents and intercalating dyes	MexV	True
CO10	ARO:3003031	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; phenicol antibiotic; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexW	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; phenicol antibiotic; disinfecting agents and intercalating dyes	MexW	True
CO10	ARO:3003046	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	qacA	True	qacA	QUATERNARY AMMONIUM	100.0	True	True	both	fluoroquinolone antibiotic	qacA	False
CO10	ARO:3003109					False	msr(D)	MACROLIDE	99.71	True	False	amrf_only	MACROLIDE	msr(D)	True
CO10	ARO:3003479	tetracycline antibiotic	antibiotic target alteration; antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	tetR	True				False	False	rgi_only	tetracycline antibiotic	tetR	False
CO10	ARO:3003583	peptide antibiotic	antibiotic target alteration; antibiotic efflux	pmr phosphoethanolamine transferase	basS	True				False	False	rgi_only	peptide antibiotic	basS	False
CO10	ARO:3003645	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	OXA-488	True	blaOXA-488	BETA-LACTAM	100.0	True	True	both	carbapenem; cephalosporin; penam	OXA-488	False
CO10	ARO:3003679	triclosan	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	TriA	True				False	False	rgi_only	triclosan	TriA	False
CO10	ARO:3003680	triclosan	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	TriB	True				False	False	rgi_only	triclosan	TriB	False
CO10	ARO:3003681	triclosan	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	TriC	True				False	False	rgi_only	triclosan	TriC	False
CO10	ARO:3003692	macrolide antibiotic; tetracycline antibiotic; triclosan	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexJ	True				False	False	rgi_only	macrolide antibiotic; tetracycline antibiotic; triclosan	MexJ	True
CO10	ARO:3003693	macrolide antibiotic; tetracycline antibiotic; triclosan	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexK	True				False	False	rgi_only	macrolide antibiotic; tetracycline antibiotic; triclosan	MexK	True
CO10	ARO:3003698	macrolide antibiotic; carbapenem; tetracycline antibiotic; acridine dye; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	mexP	True				False	False	rgi_only	macrolide antibiotic; carbapenem; tetracycline antibiotic; acridine dye; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and intercalating dyes	mexP	True
CO10	ARO:3003699	macrolide antibiotic; carbapenem; tetracycline antibiotic; acridine dye; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	mexQ	True				False	False	rgi_only	macrolide antibiotic; carbapenem; tetracycline antibiotic; acridine dye; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and intercalating dyes	mexQ	True
CO10	ARO:3003700	macrolide antibiotic; carbapenem; tetracycline antibiotic; acridine dye; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	opmE	True				False	False	rgi_only	macrolide antibiotic; carbapenem; tetracycline antibiotic; acridine dye; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and intercalating dyes	opmE	True
CO10	ARO:3003704	phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	mexM	True				False	False	rgi_only	phenicol antibiotic	mexM	False
CO10	ARO:3003705	phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	mexN	True				False	False	rgi_only	phenicol antibiotic	mexN	False
CO10	ARO:3003709	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; acridine dye; phenicol antibiotic; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexZ	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; acridine dye; phenicol antibiotic; disinfecting agents and intercalating dyes	MexZ	True
CO10	ARO:3003710	macrolide antibiotic; tetracycline antibiotic; triclosan	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexL	True				False	False	rgi_only	macrolide antibiotic; tetracycline antibiotic; triclosan	MexL	True
CO10	ARO:3003801	bicyclomycin	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	bcr-1	True				False	False	rgi_only	bicyclomycin	bcr-1	False
CO10	ARO:3004038	aminoglycoside antibiotic	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	Pseudomonas aeruginosa emrE	True				False	False	rgi_only	aminoglycoside antibiotic	Pseudomonas aeruginosa emrE	False
CO10	ARO:3004054	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	Pseudomonas aeruginosa CpxR	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	Pseudomonas aeruginosa CpxR	True
